person,category,type,description,text
Albrecht_Dürer,mathematician,Z,"German painter, printmaker, mathematician, and theorist","['Albrecht Dürer (; German: [ˈʔalbʁɛçt ˈdyːʁɐ]; 21 May 1471 – 6 April 1528), sometimes spelled in English as Durer or Duerer (without an umlaut), was a German painter, printmaker, and theorist of the German Renaissance.', 'Born in Nuremberg, Dürer established his reputation and influence across Europe in his twenties due to his high-quality woodcut prints.', ""He was in contact with the major Italian artists of his time, including Raphael, Giovanni Bellini and Leonardo da Vinci, and from 1512 was patronized by Emperor Maximilian I.   Dürer's vast body of work includes engravings, his preferred technique in his later prints, altarpieces, portraits and self-portraits, watercolours and books."", 'The woodcuts series are more Gothic than the rest of his work.', 'His well-known engravings include the  three Meisterstiche (master prints) Knight, Death and the Devil (1513), Saint Jerome in his Study (1514) and Melencolia I (1514).']"
Piero_della_Francesca,mathematician,Z,Italian painter (c. 1416-1492),"['Piero della Francesca (, also US: , Italian: [ˈpjɛːro della franˈtʃeska] (listen); c.\u20091415 – 12 October 1492), originally named Piero di Benedetto, was an Italian painter of the Early Renaissance.', 'To contemporaries he was also known as a mathematician and geometer.', 'Nowadays Piero della Francesca is chiefly appreciated for his art.', 'His painting is characterized by its serene humanism, its use of geometric forms and  perspective.', 'His most famous work is the cycle of frescoes The History of the True Cross in the church of San Francesco in the Tuscan town of Arezzo.']"
Gerardus_Mercator,mathematician,Z,"Dutch cartographer, philosopher and mathematician","['Gerardus Mercator (; 5 March 1512 – 2 December 1594) was a 16th-century geographer, cosmographer and cartographer from the County of Flanders.', 'He is most renowned for creating the 1569 world map based on a new projection which represented sailing courses of constant bearing (rhumb lines) as straight lines—an innovation that is still employed in nautical charts.', 'Mercator was one of the pioneers of cartography and is widely considered the most notable figure of Netherlandish school of cartography in its golden age (approximately 1570s–1670s).', 'In his own day, he was a notable as maker of globes and scientific instruments.', 'In addition, he had interests in theology, philosophy, history, mathematics and geomagnetism.']"
Carl_Friedrich_Gauss,mathematician,Z,German mathematician and physicist,"['Johann Carl Friedrich Gauss (; German: Gauß [kaʁl ˈfʁiːdʁɪç ˈɡaʊs] (listen); Latin: Carolus Fridericus Gauss; 30 April 1777 – 23 February 1855) was a German mathematician and physicist who made significant contributions to many fields in mathematics and science.', 'Sometimes referred to as the Princeps mathematicorum (Latin for \'""the foremost of mathematicians""\') and ""the greatest mathematician since antiquity"", Gauss had an exceptional influence in many fields of mathematics and science, and is ranked among history\'s most influential mathematicians.', 'Johann Carl Friedrich Gauss was born on 30 April 1777 in Brunswick (Braunschweig), in the Duchy of Brunswick-Wolfenbüttel (now part of Lower Saxony, Germany), to poor, working-class parents.', 'His mother was illiterate and never recorded the date of his birth, remembering only that he had been born on a Wednesday, eight days before the Feast of the Ascension (which occurs 39 days after Easter).', 'Gauss later solved this puzzle about his birthdate in the context of finding the date of Easter, deriving methods to compute the date in both past and future years.']"
Évariste_Galois,mathematician,Z,French mathematician,"['Évariste Galois (; French: [evaʁist ɡalwa]; 25 October 1811 – 31 May 1832) was a French mathematician and political activist.', 'While still in his teens, he was able to determine a necessary and sufficient condition for a polynomial to be solvable by radicals, thereby solving a problem standing for 350 years.', 'His work laid the foundations for Galois theory and group theory, two major branches of abstract algebra, and the subfield of Galois connections.', 'He died at age 20 from wounds suffered in a duel.', 'Galois was born on 25 October 1811 to Nicolas-Gabriel Galois and Adélaïde-Marie (née Demante).']"
Emmy_Noether,mathematician,Z,German mathematician,"['Amalie Emmy Noether (German: [ˈnøːtɐ]; 23 March 1882 – 14 April 1935) was a German mathematician who made many important contributions to abstract algebra.', ""She discovered Noether's theorem, which is fundamental in mathematical physics."", 'She invariably used the name ""Emmy Noether"" in her life and publications.', 'She was described by Pavel Alexandrov, Albert Einstein, Jean Dieudonné, Hermann Weyl and Norbert Wiener as the most important woman in the history of mathematics.', 'As one of the leading mathematicians of her time, she developed some theories of rings, fields, and algebras.']"
Sophie_Germain,mathematician,Z,"French mathematician, physicist, and philosopher","['Marie-Sophie Germain (French: [maʁi sɔfi ʒɛʁmɛ̃]; 1 April 1776 – 27 June 1831) was a French mathematician, physicist, and philosopher.', ""Despite initial opposition from her parents and difficulties presented by society, she gained education from books in her father's library, including ones by Leonhard Euler, and from correspondence with famous mathematicians such as Lagrange, Legendre, and Gauss (under the pseudonym of  «Monsieur LeBlanc»)."", 'One of the pioneers of elasticity theory, she won the grand prize from the Paris Academy of Sciences for her essay on the subject.', ""Her work on Fermat's Last Theorem provided a foundation for mathematicians exploring the subject for hundreds of years after."", 'Because of prejudice against her sex, she was unable to make a career out of mathematics, but she worked independently throughout her life.']"
Ada_Lovelace,mathematician,Z,"English mathematician, considered the first computer programmer","[""Augusta Ada King, Countess of Lovelace (née Byron; 10 December 1815 – 27 November 1852) was an English mathematician and writer, chiefly known for her work on Charles Babbage's proposed mechanical general-purpose computer, the Analytical Engine."", 'She was the first to recognise that the machine had applications beyond pure calculation, and to have published the first algorithm intended to be carried out by such a machine.', 'As a result, she is often regarded as the first computer programmer.Ada Byron was the only child of poet Lord Byron and Lady Byron.', ""All of Byron's other children were born out of wedlock to other women."", 'Byron separated from his wife a month after Ada was born and left England forever four months later.']"
Émilie_du_Châtelet,mathematician,Z,"French mathematician, physicist, and author","['Gabrielle Émilie Le Tonnelier de Breteuil, Marquise du Châtelet (French pronunciation: [emili dy ʃɑtlɛ] (listen); 17 December 1706-10 September 1749) was a French natural philosopher and mathematician during the early 1730s until her death due to complications during childbirth in 1749.', ""Her most recognized achievement is her translation of and commentary on Isaac Newton's 1687 book Principia containing basic laws of physics."", 'The translation, published posthumously in 1756, is still considered the standard French translation today.', 'Her commentary includes a profound contribution to Newtonian mechanics—the postulate of an additional conservation law for total energy, of which kinetic energy of motion is one element.', 'This led to her conceptualization of energy as such, and to derive its quantitative relationships to the mass and velocity of an object.']"
Leonhard_Euler,mathematician,Z,Swiss mathematician,"['Leonhard Euler ( OY-lər; German: [ˈɔʏlɐ] (listen); 15 April 1707 – 18 September 1783) was a Swiss mathematician, physicist, astronomer, geographer, logician and engineer who made important and influential discoveries in many branches of mathematics, such as infinitesimal calculus and graph theory, while also making pioneering contributions to several branches such as topology and analytic number theory.', 'He also introduced much of the modern mathematical terminology and notation, particularly for mathematical analysis, such as the notion of a mathematical function.', 'He is also known for his work in mechanics, fluid dynamics, optics, astronomy and music theory.Euler is held to be one of the greatest mathematicians in history.', 'A 1988 Mathematical Intelligencer poll ranked 3 of his results in the top 5 most beautiful equations ever (his iconic identity was ranked number one).', 'A statement attributed to Pierre-Simon Laplace expresses Euler\'s influence on mathematics: ""Read Euler, read Euler, he is the master of us all.""']"
Avicenna,mathematician,Z,"Medieval Persian polymath, physician and philosopher","['Ibn Sina (Persian: ابن سینا\u200e), also known as Abu Ali Sina (ابوعلی سینا), Pur Sina (پورسینا), and often known in the West as Avicenna (; c.\u2009980 – June 1037), was a Persian polymath who is regarded as one of the most significant physicians, astronomers, thinkers and writers of the Islamic Golden Age, and the father of early modern medicine.', 'Sajjad H. Rizvi has called Avicenna ""arguably the most influential philosopher of the pre-modern era"".', 'He was a Muslim Peripatetic philosopher influenced by Greek Aristotelian philosophy.', ""Of the 450 works  he is believed to have written, around 240 have survived, including 150 on philosophy and 40 on medicine.His most famous works are The Book of Healing, a philosophical and scientific encyclopedia, and The Canon of Medicine, a medical encyclopedia which became a standard medical text at many medieval universities and remained in use as late as 1650.Besides philosophy and medicine, Avicenna's corpus includes writings on astronomy, alchemy, geography and geology, psychology, Islamic theology, logic, mathematics, physics and works of poetry."", 'Avicenna is a Latin corruption of the Arabic patronym bin Sīnā (ابن سينا\u200e), meaning ""Son of Sina"".']"
Elmer_Rees,mathematician,Z,Welsh Mathematician,"['Elmer Gethin Rees,  (19 November 1941 – 4 October 2019) was a Welsh mathematician with publications in areas ranging from topology, differential geometry, algebraic geometry, linear algebra and Morse theory to robotics.', 'He held the post of Director of the Heilbronn Institute for Mathematical Research, a partnership between the University of Bristol and the British signals intelligence agency GCHQ, from its creation in 2005 until 2009.', 'Rees was born in Llandybie and grew up in Wales.', ""He studied at St Catharine's College, Cambridge gaining a BA before moving on to the University of Warwick, where he completed his PhD in 1967."", 'His thesis on Projective Spaces and Associated Maps, was written under the supervision of David B.']"
Edsger_W._Dijkstra,mathematician,Z,Dutch computer scientist,"['Edsger Wybe Dijkstra ( DYKE-strə; Dutch: [ˈɛtsxər ˈʋibə ˈdɛikstra] (listen); 11 May 1930 – 6 August 2002) was a Dutch computer scientist, programmer, software engineer, systems scientist, science essayist, and pioneer in computing science.', 'A theoretical physicist by training, he worked as a programmer at the Mathematisch Centrum (Amsterdam) from 1952 to 1962.', 'A university professor for much of his life, Dijkstra held the Schlumberger Centennial Chair in Computer Sciences at the University of Texas at Austin from 1984 until his retirement in 1999.', 'He was a professor of mathematics at the Eindhoven University of Technology (1962–1984) and a research fellow at the Burroughs Corporation (1973–1984).', 'In 1972, he became the first person to win the Turing Award who was neither American nor British.']"
Archimedes,mathematician,Z,"ancient Greek mathematician, physicist, engineer, inventor, and astronomer","['Archimedes of Syracuse (; Ancient Greek: Ἀρχιμήδης; Doric Greek: [ar.kʰi.mɛː.dɛ̂ːs]; c.\u2009287 – c.\u2009212 BC) was a Greek mathematician, physicist, engineer, inventor, and astronomer.', 'Although few details of his life are known, he is regarded as one of the leading scientists in classical antiquity.', 'Considered to be the greatest mathematician of ancient history, and one of the greatest of all time, Archimedes anticipated modern calculus and analysis by applying the concept of the infinitely small and the method of exhaustion to derive and rigorously prove a range of geometrical theorems, including: the area of a circle; the surface area and volume of a sphere; area of an ellipse; the area under a parabola; the volume of a segment of a paraboloid of revolution; the volume of a segment of a hyperboloid of revolution; and the area of a spiral.His other mathematical achievements include deriving an accurate approximation of pi; defining and investigating the spiral that now bears his name; and creating a system using exponentiation for expressing very large numbers.', 'He was also one of the first to apply mathematics to physical phenomena, founding hydrostatics and statics, including an explanation of the principle of the lever.', 'He is credited with designing innovative machines, such as his screw pump, compound pulleys, and defensive war machines to protect his native Syracuse from invasion.']"
Thomas_Edison,mathematician,Z,American inventor and businessman,"[""Thomas Alva Edison (February 11, 1847 – October 18, 1931) was an American inventor and businessman who has been described as America's greatest inventor."", 'He developed many devices in fields such as electric power generation, mass communication, sound recording, and motion pictures.', 'These inventions, which include the phonograph, the motion picture camera, and early versions of the electric light bulb, have had a widespread impact on the modern industrialized world.', 'He was one of the first inventors to apply the principles of organized science and teamwork to the process of invention, working with many researchers and employees.', 'He established the first industrial research laboratory.Edison was raised in the American Midwest; early in his career he worked as a telegraph operator, which inspired some of his earliest inventions.']"
Euclid,mathematician,Z,"ancient Greek mathematician, inventor of axiomatic geometry","['Euclid (; Ancient Greek: Εὐκλείδης – Eukleídēs, pronounced [eu̯.kleː.dɛːs]; fl.', '300 BC), sometimes called Euclid of Alexandria to distinguish him from Euclid of Megara, was a Greek mathematician, often referred to as the ""founder of geometry"" or the ""father of geometry"".', 'He was active in Alexandria during the reign of Ptolemy I (323–283 BC).', 'His Elements is one of the most influential works in the history of mathematics, serving as the main textbook for teaching mathematics (especially geometry) from the time of its publication until the late 19th or early 20th century.', 'In the Elements, Euclid deduced the theorems of what is now called Euclidean geometry from a small set of axioms.']"
Colin_Maclaurin,mathematician,Z,Scottish mathematician,"['Colin Maclaurin (; Scottish Gaelic: Cailean MacLabhruinn; February 1698 – 14 June 1746) was a Scottish mathematician who made important contributions to geometry and algebra.', 'He is also known for being a child prodigy and holding the record for being the youngest professor.', 'The Maclaurin series, a special case of the Taylor series, is named after him.', 'Owing to changes in orthography since that time (his name was originally rendered as “M‘Laurine”), his surname is alternatively written MacLaurin.', 'Maclaurin was born in Kilmodan, Argyll.']"
Fibonacci,mathematician,Z,Italian mathematician (c. 1175),"['Fibonacci (; also US: , Italian: [fiboˈnattʃi]; c.\u20091170 – c.\u20091240–50), also known as Leonardo Bonacci, Leonardo of Pisa, or Leonardo Bigollo Pisano (\'Leonardo the Traveller from Pisa\'), was an Italian mathematician from the Republic of Pisa, considered to be ""the most talented Western mathematician of the Middle Ages"".The name he is commonly called, Fibonacci, was made up in 1838 by the Franco-Italian historian Guillaume Libri and is short for filius Bonacci (\'son of Bonacci\').', 'However, even earlier in 1506 a notary of the Holy Roman Empire, Perizolo mentions Leonardo as ""Lionardo Fibonacci"".Fibonacci popularized the Hindu–Arabic numeral system in the Western world primarily through his composition in 1202 of Liber Abaci (Book of Calculation).', 'He also introduced Europe to the sequence of Fibonacci numbers, which he used as an example in Liber Abaci.', 'Fibonacci was born around 1170 to Guglielmo, an Italian merchant and customs official.', 'Guglielmo directed a trading post in Bugia, Algeria.']"
Joseph_Fourier,mathematician,Z,French mathematician and physicist (1768 – 1830),"['Jean-Baptiste Joseph Fourier (; French: [fuʁje]; 21 March 1768 – 16 May 1830) was a French mathematician and physicist born in Auxerre and best known for initiating the investigation of Fourier series, which eventually developed into Fourier analysis and harmonic analysis, and their applications to problems of heat transfer and vibrations.', ""The Fourier transform and Fourier's law of conduction are also named in his honour."", 'Fourier is also generally credited with the discovery of the greenhouse effect.', 'Fourier was born at Auxerre (now in the Yonne département of France), the son of a tailor.', 'He was orphaned at the age of nine.']"
Augustin-Louis_Cauchy,mathematician,Z,French mathematician (1789–1857),"['Baron Augustin-Louis Cauchy  (; French: [oɡystɛ̃  lwi koʃi]; 21 August 1789 – 23 May 1857) was a French mathematician, engineer, and physicist who made pioneering contributions to several branches of mathematics, including mathematical analysis and continuum mechanics.', 'He was one of the first to state and rigorously prove theorems of calculus, rejecting the heuristic principle of the generality of algebra of earlier authors.', 'He almost singlehandedly founded complex analysis and the study of permutation groups in abstract algebra.', 'A profound mathematician, Cauchy had a great influence over his contemporaries and successors; Hans Freudenthal stated: ""More concepts and theorems have been named for Cauchy than for any other mathematician (in elasticity alone there are sixteen concepts and theorems named for Cauchy).""', 'Cauchy was a prolific writer; he wrote approximately eight hundred research articles and five complete textbooks on a variety of topics in the fields of mathematics and mathematical physics.']"
